Algorithm Execution [s]; Clustering [s]; Index Building [s]; Distance Calculation [s]; Points Sorting [s]; Positioning [s]; Normalization [s]; Datafile Reading [s]; Reference Points Calculation [s]; Positioning [s]; Algorithm Type; Algorithm Name; Use Cosine Similarity; Dataset File Path; Dataset Size; Dataset Maximal Dimension; Dataset Dimension Value Treshold; Dataset Internal Representation; Reference Points; Projection Dimensions; Projection Source Sequence; Placement Method; K; Eps; MinPts; P Sample Index; S Sample Index; Properties File Path; Report File Path
42.33; 42.174; N/A; 0.031; 0.125; N/A; N/A; 0.526; 0.057; N/A; grouping; ti_dbscan_ref; false; datasets/dense_d56_r100000_cup98.txt; 8580; 56; 0; sparse; [rand][max][min]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0012.txt; logs/run_report_2012_10_29_20_19_10.txt
12.069; 0.541; N/A; 0.156; 11.372; N/A; N/A; 0.114; 0.001; N/A; grouping; ti_dbscan_ref; false; datasets/dense_d2_r62556_sequoia.txt; 8580; 2; 0; sparse; [max][min]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0013.txt; logs/run_report_2012_10_29_20_20_4.txt
11.983; 0.535; N/A; 0.148; 11.3; N/A; N/A; 0.097; 0; N/A; grouping; ti_dbscan_ref; false; datasets/dense_d2_r62556_sequoia.txt; 8580; 2; 0; sparse; [max][rand]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0014.txt; logs/run_report_2012_10_29_20_20_27.txt
2.859; 0.281; N/A; 0.192; 2.386; N/A; N/A; 0.088; 0; N/A; grouping; ti_dbscan_ref; false; datasets/dense_d2_r62556_sequoia.txt; 8580; 2; 0; sparse; [min][max]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0015.txt; logs/run_report_2012_10_29_20_20_50.txt
2.813; 0.502; N/A; 0.174; 2.137; N/A; N/A; 0.081; 0; N/A; grouping; ti_dbscan_ref; false; datasets/dense_d2_r62556_sequoia.txt; 8580; 2; 0; sparse; [min][rand]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0016.txt; logs/run_report_2012_10_29_20_21_4.txt
2.64; 0.441; N/A; 0.147; 2.052; N/A; N/A; 0.084; 0.001; N/A; grouping; ti_dbscan_ref; false; datasets/dense_d2_r62556_sequoia.txt; 8580; 2; 0; sparse; [rand][max]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0017.txt; logs/run_report_2012_10_29_20_21_18.txt
2.638; 0.436; N/A; 0.128; 2.074; N/A; N/A; 0.076; 0; N/A; grouping; ti_dbscan_ref; false; datasets/dense_d2_r62556_sequoia.txt; 8580; 2; 0; sparse; [rand][min]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0018.txt; logs/run_report_2012_10_29_20_21_32.txt
13.382; 1.041; N/A; 0.144; 12.197; N/A; N/A; 0.068; 0.001; N/A; grouping; ti_dbscan_ref; false; datasets/dense_d2_r62556_sequoia.txt; 8580; 2; 0; sparse; [max][min][rand]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0019.txt; logs/run_report_2012_10_29_20_21_46.txt
0.485; 0.262; N/A; 0.12; 0.103; N/A; N/A; 0.066; 0.001; N/A; grouping; ti_dbscan_ref; false; datasets/dense_d2_r62556_sequoia.txt; 8580; 2; 0; sparse; [max][rand][min]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0020.txt; logs/run_report_2012_10_29_20_22_10.txt
1.176; 0.283; N/A; 0.128; 0.765; N/A; N/A; 0.069; 0; N/A; grouping; ti_dbscan_ref; false; datasets/dense_d2_r62556_sequoia.txt; 8580; 2; 0; sparse; [min][max][rand]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0021.txt; logs/run_report_2012_10_29_20_22_21.txt
1.155; 0.281; N/A; 0.127; 0.747; N/A; N/A; 0.062; 0; N/A; grouping; ti_dbscan_ref; false; datasets/dense_d2_r62556_sequoia.txt; 8580; 2; 0; sparse; [min][rand][max]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0022.txt; logs/run_report_2012_10_29_20_22_33.txt
1.104; 0.261; N/A; 0.12; 0.723; N/A; N/A; 0.075; 0; N/A; grouping; ti_dbscan_ref; false; datasets/dense_d2_r62556_sequoia.txt; 8580; 2; 0; sparse; [rand][min][max]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0023.txt; logs/run_report_2012_10_29_20_22_45.txt
1.06; 0.26; N/A; 0.114; 0.686; N/A; N/A; 0.066; 0; N/A; grouping; ti_dbscan_ref; false; datasets/dense_d2_r62556_sequoia.txt; 8580; 2; 0; sparse; [rand][max][min]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0024.txt; logs/run_report_2012_10_29_20_22_57.txt
132.242; 131.288; N/A; 0.038; 0.916; N/A; N/A; 0.95; 519.713; N/A; grouping; ti_dbscan_ref; false; datasets/sparse_d126373_r8580_karypis_sport.txt; 8580; 126373; 0; sparse; [max][min]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0025.txt; logs/run_report_2012_10_29_20_23_9.txt
131.836; 130.878; N/A; 0.047; 0.911; N/A; N/A; 1.031; 527.174; N/A; grouping; ti_dbscan_ref; false; datasets/sparse_d126373_r8580_karypis_sport.txt; 8580; 126373; 0; sparse; [max][rand]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0026.txt; logs/run_report_2012_10_29_20_34_13.txt
264.404; 263.736; N/A; 0.037; 0.631; N/A; N/A; 0.986; 522.718; N/A; grouping; ti_dbscan_ref; false; datasets/sparse_d126373_r8580_karypis_sport.txt; 8580; 126373; 0; sparse; [min][max]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0027.txt; logs/run_report_2012_10_29_20_45_24.txt
132.324; 131.582; N/A; 0.038; 0.704; N/A; N/A; 1.044; 524.228; N/A; grouping; ti_dbscan_ref; false; datasets/sparse_d126373_r8580_karypis_sport.txt; 8580; 126373; 0; sparse; [min][rand]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0028.txt; logs/run_report_2012_10_29_20_58_43.txt
132.106; 131.164; N/A; 0.047; 0.895; N/A; N/A; 1.059; 525.597; N/A; grouping; ti_dbscan_ref; false; datasets/sparse_d126373_r8580_karypis_sport.txt; 8580; 126373; 0; sparse; [rand][max]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0029.txt; logs/run_report_2012_10_29_21_9_52.txt
131.799; 130.803; N/A; 0.038; 0.958; N/A; N/A; 1.029; 522.976; N/A; grouping; ti_dbscan_ref; false; datasets/sparse_d126373_r8580_karypis_sport.txt; 8580; 126373; 0; sparse; [rand][min]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0030.txt; logs/run_report_2012_10_29_21_21_1.txt
132.211; 131.202; N/A; 0.061; 0.948; N/A; N/A; 1.033; 787.561; N/A; grouping; ti_dbscan_ref; false; datasets/sparse_d126373_r8580_karypis_sport.txt; 8580; 126373; 0; sparse; [max][min][rand]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0031.txt; logs/run_report_2012_10_29_21_32_8.txt
132.828; 131.821; N/A; 0.061; 0.946; N/A; N/A; 1.038; 796.961; N/A; grouping; ti_dbscan_ref; false; datasets/sparse_d126373_r8580_karypis_sport.txt; 8580; 126373; 0; sparse; [max][rand][min]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0032.txt; logs/run_report_2012_10_29_21_47_40.txt
168.309; 167.598; N/A; 0.061; 0.65; N/A; N/A; 1.035; 789.147; N/A; grouping; ti_dbscan_ref; false; datasets/sparse_d126373_r8580_karypis_sport.txt; 8580; 126373; 0; sparse; [min][max][rand]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0033.txt; logs/run_report_2012_10_29_22_3_23.txt
479.82; 479.147; N/A; 0.061; 0.612; N/A; N/A; 1.029; 784.866; N/A; grouping; ti_dbscan_ref; false; datasets/sparse_d126373_r8580_karypis_sport.txt; 8580; 126373; 0; sparse; [min][rand][max]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0034.txt; logs/run_report_2012_10_29_22_19_32.txt
132.358; 131.422; N/A; 0.061; 0.875; N/A; N/A; 1.016; 785.652; N/A; grouping; ti_dbscan_ref; false; datasets/sparse_d126373_r8580_karypis_sport.txt; 8580; 126373; 0; sparse; [rand][min][max]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0035.txt; logs/run_report_2012_10_29_22_40_48.txt
131.285; 130.408; N/A; 0.061; 0.816; N/A; N/A; 1.011; 786.342; N/A; grouping; ti_dbscan_ref; false; datasets/sparse_d126373_r8580_karypis_sport.txt; 8580; 126373; 0; sparse; [rand][max][min]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0036.txt; logs/run_report_2012_10_29_22_56_19.txt
43.865; 43.286; N/A; 0.269; 0.31; N/A; N/A; 0.359; 0.018; N/A; grouping; ti_dbscan_ref; false; datasets/dense_d56_r100000_cup98.txt; 8580; 56; 0; sparse; [min]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0037.txt; logs/run_report_2012_10_29_23_11_49.txt
43.539; 43.033; N/A; 0.198; 0.308; N/A; N/A; 0.364; 0.022; N/A; grouping; ti_dbscan_ref; false; datasets/dense_d56_r100000_cup98.txt; 8580; 56; 0; sparse; [rand]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0038.txt; logs/run_report_2012_10_29_23_12_43.txt
42.894; 42.402; N/A; 0.194; 0.298; N/A; N/A; 0.359; 0.02; N/A; grouping; ti_dbscan_ref; false; datasets/dense_d56_r100000_cup98.txt; 8580; 56; 0; sparse; [max]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0039.txt; logs/run_report_2012_10_29_23_13_38.txt
2.659; 0.298; N/A; 0.054; 2.307; N/A; N/A; 0.066; 0.001; N/A; grouping; ti_dbscan_ref; false; datasets/dense_d2_r62556_sequoia.txt; 8580; 2; 0; sparse; [min]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0040.txt; logs/run_report_2012_10_29_23_14_32.txt
0.86; 0.148; N/A; 0.051; 0.661; N/A; N/A; 0.065; 0; N/A; grouping; ti_dbscan_ref; false; datasets/dense_d2_r62556_sequoia.txt; 8580; 2; 0; sparse; [rand]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0041.txt; logs/run_report_2012_10_29_23_14_45.txt
0.886; 0.16; N/A; 0.049; 0.677; N/A; N/A; 0.056; 0; N/A; grouping; ti_dbscan_ref; false; datasets/dense_d2_r62556_sequoia.txt; 8580; 2; 0; sparse; [max]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0042.txt; logs/run_report_2012_10_29_23_14_56.txt
138.022; 137.372; N/A; 0.015; 0.635; N/A; N/A; 1.011; 260.337; N/A; grouping; ti_dbscan_ref; false; datasets/sparse_d126373_r8580_karypis_sport.txt; 8580; 126373; 0; sparse; [min]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0043.txt; logs/run_report_2012_10_29_23_15_7.txt
131.552; 130.756; N/A; 0.023; 0.773; N/A; N/A; 0.973; 262.244; N/A; grouping; ti_dbscan_ref; false; datasets/sparse_d126373_r8580_karypis_sport.txt; 8580; 126373; 0; sparse; [rand]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0044.txt; logs/run_report_2012_10_29_23_21_58.txt
131.371; 130.667; N/A; 0.024; 0.68; N/A; N/A; 0.98; 261.668; N/A; grouping; ti_dbscan_ref; false; datasets/sparse_d126373_r8580_karypis_sport.txt; 8580; 126373; 0; sparse; [max]; N/A; N/A; N/A; N/A; 900; 7; 0; 0; properties/ti_dbscan_ref_0045.txt; logs/run_report_2012_10_29_23_28_43.txt
